method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score,hit
cosine,1,Taylor Swift,Change,country,Ella Fitzgerald,Manhattan,jazz,0.7060299871271949,False
cosine,2,Taylor Swift,Change,country,Modern Life Is War,Destination: Death or Better Days,metal,0.6951206402644413,False
cosine,3,Taylor Swift,Change,country,Dead Kennedys,Kinky Sex Makes the World Go 'Round,punk,0.6751143643931528,False
cosine,1,Taylor Swift,Crazier,country,Amerie,Higher,r&b/soul,0.8285183629788707,False
cosine,2,Taylor Swift,Crazier,country,Chely Wright,Between A Mother And A Child,country,0.802752120542994,True
cosine,3,Taylor Swift,Crazier,country,Clint Black,You Made Me Feel,country,0.8016222610211802,True
cosine,1,Rascal Flatts,Holes,country,Joni Mitchell,Lesson In Survival  (LP Version),folk,0.7300440017706726,False
cosine,2,Rascal Flatts,Holes,country,RKL,Heavily Sedated,metal,0.7170517807545665,False
cosine,3,Rascal Flatts,Holes,country,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.7168010021690715,False
cosine,1,Kenny Rogers,Endless love,country,Hello Saferide,Get Sick Soon,folk,0.8306055308925484,False
cosine,2,Kenny Rogers,Endless love,country,Next,I Still Love You,r&b/soul,0.8292650210010611,False
cosine,3,Kenny Rogers,Endless love,country,Babyface,Seven Seas,r&b/soul,0.8197302991983271,False
cosine,1,Johnny Cash,You Dreamer You,country,Heavenly,Tool,pop,0.73902950200792,False
cosine,2,Johnny Cash,You Dreamer You,country,Jay-Jay Johanson,I fantasize of you,electronic,0.732366781996161,False
cosine,3,Johnny Cash,You Dreamer You,country,Hello Saferide,Get Sick Soon,folk,0.7259206311014332,False
cosine,1,Billy Currington,Where The Girls Are,country,Public Image Ltd,Where Are You?,punk,0.615703793608475,False
cosine,2,Billy Currington,Where The Girls Are,country,Antimatter,Legions,rock,0.5868124042218467,False
cosine,3,Billy Currington,Where The Girls Are,country,Leo Sayer,Wondering Where The Lions Are,jazz,0.5845351665659776,False
cosine,1,Toby Keith,You Can't Read My Mind,country,Anastacia,Club Megamix,rock,0.7850343722677622,False
cosine,2,Toby Keith,You Can't Read My Mind,country,Amanda Jenssen,Don't Worry,r&b/soul,0.7600207058389225,False
cosine,3,Toby Keith,You Can't Read My Mind,country,New Order,Bizarre Love Triangle,electronic,0.7419302606018228,False
cosine,1,Billy Currington,She's Got A Way With Me,country,Josh Turner,Haywire,country,0.6877574022043238,True
cosine,2,Billy Currington,She's Got A Way With Me,country,Atmosphere,Hair,hip hop,0.6805413610899474,False
cosine,3,Billy Currington,She's Got A Way With Me,country,James Taylor,Something In The Way She Moves,folk,0.661205222193382,False
cosine,1,The Maine,You Left Me,electronic,Les Valentins,It's Too Late,pop,0.692284114430058,False
cosine,2,The Maine,You Left Me,electronic,The Isley Brothers,Touch Me,blues,0.6547758611089833,False
cosine,3,The Maine,You Left Me,electronic,Hilary Duff,Play With Fire,pop,0.6392680317217907,False
cosine,1,The Prodigy,Wake Up Call (Album Version),electronic,Marissa Nadler,Undertaker,country,0.5655267117210215,False
cosine,2,The Prodigy,Wake Up Call (Album Version),electronic,Trisha Yearwood,Come Back When It Ain't Rainin',country,0.5364768537952223,False
cosine,3,The Prodigy,Wake Up Call (Album Version),electronic,DJ Quik,Put It On Me,hip hop,0.5190370341141012,False
cosine,1,Ke$ha,Boots &  Boys,electronic,Stephanie McIntosh,Overcome,pop,0.6839576875521296,False
cosine,2,Ke$ha,Boots &  Boys,electronic,Carpark North,I And You,rock,0.6698112711198629,False
cosine,3,Ke$ha,Boots &  Boys,electronic,Ty Herndon,Pray For Me,country,0.6666235837587444,False
cosine,1,Gorillaz,Rhinestone Eyes,electronic,A Tribe Called Quest,Peace_ Prosperity & Paper,hip hop,0.6151066731770107,False
cosine,2,Gorillaz,Rhinestone Eyes,electronic,Kottonmouth Kings,Bump,hip hop,0.6122319443189098,False
cosine,3,Gorillaz,Rhinestone Eyes,electronic,Above The Law,Flow On (Move Me No Mountain),hip hop,0.6092094824177163,False
cosine,1,Daft Punk,Touch It / Technologic,electronic,Devo,Whip It,pop,0.8060299799284004,False
cosine,2,Daft Punk,Touch It / Technologic,electronic,Robbie Williams,It's De-Lovely,jazz,0.8050355745285214,False
cosine,3,Daft Punk,Touch It / Technologic,electronic,Blossom Dearie,It's Too Good To Talk About Now,jazz,0.7886888273832221,False
cosine,1,Enter Shikari,The Jester,electronic,Lost Boyz,Keep It Real,hip hop,0.7272648260569898,False
cosine,2,Enter Shikari,The Jester,electronic,Above The Law,Flow On (Move Me No Mountain),hip hop,0.7033017724963556,False
cosine,3,Enter Shikari,The Jester,electronic,Murs,You & I,hip hop,0.702882205347534,False
cosine,1,Owl City,This Is The Future,electronic,Unter Null,Disgrace (Unholy Remix),classical,0.6985047749255158,False
cosine,2,Owl City,This Is The Future,electronic,Pencey Prep,Fat And Alone,rock,0.6852745463773746,False
cosine,3,Owl City,This Is The Future,electronic,Pain of Salvation,Spitfall,metal,0.6745163695357015,False
cosine,1,Owl City,Meteor Shower,electronic,K'Naan,Soobax,hip hop,0.7650891375745664,False
cosine,2,Owl City,Meteor Shower,electronic,Ashley MacIsaac,I Don't Need This,electronic,0.7358109493375435,True
cosine,3,Owl City,Meteor Shower,electronic,Sage Francis,Keep Moving,hip hop,0.7335432208111056,False
cosine,1,Madonna,Die Another Day [Live],electronic,Bracket,Cynically Depressed,punk,0.7094642914514258,False
cosine,2,Madonna,Die Another Day [Live],electronic,The Runaways,School Days,punk,0.7007093700486069,False
cosine,3,Madonna,Die Another Day [Live],electronic,Floetry,I'll Die,r&b/soul,0.6895672809576248,False
cosine,1,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Neil Diamond,Delirious Love,folk,0.6164540227043704,False
cosine,2,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Bonnie Raitt,Hear Me Lord,blues,0.6009380536653515,False
cosine,3,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Smokey Robinson,Cruisin',r&b/soul,0.5990691303805199,False
cosine,1,Gorillaz,Broken,electronic,Erasure,The Circus,pop,0.4823046022550818,False
cosine,2,Gorillaz,Broken,electronic,Sean Kingston,Magical,hip hop,0.4778119969101455,False
cosine,3,Gorillaz,Broken,electronic,Bad Religion,Operation Rescue,punk,0.4722981058001945,False
cosine,1,Daft Punk,One More Time / Aerodynamic,electronic,Fair Warning,Take Me Up,metal,0.527447359312641,False
cosine,2,Daft Punk,One More Time / Aerodynamic,electronic,Colbie Caillat,Midnight Bottle,pop,0.4960549176969501,False
cosine,3,Daft Punk,One More Time / Aerodynamic,electronic,Funker Vogt,Blind Rage,electronic,0.4452714779413795,True
cosine,1,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Fractured,One More Time,electronic,0.6955450382677406,True
cosine,2,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Hot Tuna,Come Back Baby,blues,0.6793139097191931,False
cosine,3,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Tanya Tucker,One Love At A Time,jazz,0.5912492162203798,False
cosine,1,The Prodigy,We Gonna Rock,electronic,The B-52s,Rock Lobster (Live),electronic,0.5313037291440534,True
cosine,2,The Prodigy,We Gonna Rock,electronic,Charlie Robison,Good Times,country,0.48373375565738,False
cosine,3,The Prodigy,We Gonna Rock,electronic,Ferlin Husky,Convoy,country,0.4750964702244586,False
cosine,1,LMFAO,I Am Not A Whore,electronic,Phosphorescent,Not A Heel,folk,0.8594093108896051,False
cosine,2,LMFAO,I Am Not A Whore,electronic,Björk,Hunter,electronic,0.8576710520204935,True
cosine,3,LMFAO,I Am Not A Whore,electronic,Room Eleven,Bitch,jazz,0.8550069600086608,False
cosine,1,Björk,Pluto,electronic,Fear My Thoughts,Wasteland,metal,0.5566522713077471,False
cosine,2,Björk,Pluto,electronic,Incubus,Pardon Me,rock,0.5346991212454282,False
cosine,3,Björk,Pluto,electronic,Basia Bulat,Birds Of Paradise,electronic,0.5230191827264211,True
cosine,1,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Clawfinger,Revenge,metal,0.7544107678533769,False
cosine,2,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Jay-Jay Johanson,Rush,electronic,0.7390582047411307,True
cosine,3,Empire Of The Sun,We Are The People (Shazam Remix),electronic,The Corrs,Irresistible ( LP Version ),pop,0.7226488246114888,False
cosine,1,Ke$ha,Animal,electronic,Bird York,Lovely Thing,pop,0.654051801775045,False
cosine,2,Ke$ha,Animal,electronic,KRS ONE,I'm On The Mic,reggae,0.5985801754588809,False
cosine,3,Ke$ha,Animal,electronic,Tanya Tucker,Complicated,country,0.5968432700931395,False
cosine,1,Enya,Lazy Days,electronic,Anjali,Mistress Of Disguise,electronic,0.5985239830039881,True
cosine,2,Enya,Lazy Days,electronic,Darden Smith,Swept Away,country,0.5920586402617903,False
cosine,3,Enya,Lazy Days,electronic,Earlimart,It's Okay To Think About Ending,electronic,0.5829845869535093,True
cosine,1,Empire Of The Sun,Delta Bay,electronic,Memphis Minnie,Down In The Alley,blues,0.5580896364022438,False
cosine,2,Empire Of The Sun,Delta Bay,electronic,Wu-Tang Clan,The What,hip hop,0.5145079969904688,False
cosine,3,Empire Of The Sun,Delta Bay,electronic,Thursday,Unintended Long Term Effects,punk,0.49927693761814484,False
cosine,1,The Prodigy,Invaders Must Die,electronic,PeterLicht,Popkultur / Meide,electronic,0.534686377234948,True
cosine,2,The Prodigy,Invaders Must Die,electronic,Jungle Rot,Immersed In Pain,metal,0.48780783917080295,False
cosine,3,The Prodigy,Invaders Must Die,electronic,Mylène Farmer,We'll Never Die,pop,0.4816192562600812,False
cosine,1,Crystal Castles,Xxzxcuzx,electronic,Dead Kennedys,Kinky Sex Makes the World Go 'Round,punk,0.6341422287171887,False
cosine,2,Crystal Castles,Xxzxcuzx,electronic,Gang Starr,The Place We Dwell,hip hop,0.6127327547271881,False
cosine,3,Crystal Castles,Xxzxcuzx,electronic,Pink Martini,Tea For Two (Featuring Jimmy Scott),jazz,0.6055912252321028,False
cosine,1,Duran Duran,Electric Barbarella (Radio Edit),electronic,The Antlers,Epilogue,rock,0.7587906862592929,False
cosine,2,Duran Duran,Electric Barbarella (Radio Edit),electronic,Marissa Nadler,Famous Blue Raincoat,folk,0.7413997674492591,False
cosine,3,Duran Duran,Electric Barbarella (Radio Edit),electronic,7L & Esoteric,Boxcutter Rap,hip hop,0.740232121292283,False
cosine,1,Enter Shikari,Keep It On Ice,electronic,At The Gates,Captor Of Sin (Slayer Cover),metal,0.6381371265238076,False
cosine,2,Enter Shikari,Keep It On Ice,electronic,Kotipelto,Lord Of Eternity,metal,0.6254869980354952,False
cosine,3,Enter Shikari,Keep It On Ice,electronic,Gorefest,Super Reality,metal,0.6057689414782675,False
cosine,1,Owl City,Early Birdie,electronic,The Streets,The Irony Of It All (Album Version),electronic,0.5676366039949823,True
cosine,2,Owl City,Early Birdie,electronic,Lil Wyte,Ten Toes Tall,hip hop,0.562233593749491,False
cosine,3,Owl City,Early Birdie,electronic,Blackstreet,How We Do,r&b/soul,0.5587293207500901,False
cosine,1,Owl City,Designer Skyline,electronic,General Surgery,Viva ! blunt force trauma,metal,0.7851486506977174,False
cosine,2,Owl City,Designer Skyline,electronic,Further Seems Forever,Snowbirds And Townies,punk,0.7651734526569165,False
cosine,3,Owl City,Designer Skyline,electronic,Motörhead,Out of the sun,metal,0.7534389410179979,False
cosine,1,Enya,Someone Said Goodbye,electronic,Rosanne Cash,I Don't Know Why You Don't Want Me,country,0.7267854833606897,False
cosine,2,Enya,Someone Said Goodbye,electronic,Mr. Vegas,I Don't Know Why I Love You,reggae,0.6681571071763651,False
cosine,3,Enya,Someone Said Goodbye,electronic,Jane Monheit,Why Can't You Behave?,jazz,0.6295711050428603,False
cosine,1,LMFAO,Bounce,electronic,OutKast,Claimin' True,hip hop,0.7984691070649035,False
cosine,2,LMFAO,Bounce,electronic,Redman,Soopaman Luva 3,hip hop,0.7856642453075681,False
cosine,3,LMFAO,Bounce,electronic,Warren G,We Brings Heat,hip hop,0.7856556202122472,False
cosine,1,Hot Chip,The Warning,electronic,Shai,Waiting For The Day,r&b/soul,0.7080898506941884,False
cosine,2,Hot Chip,The Warning,electronic,Annihilator,Hunter killer,metal,0.7060697363811239,False
cosine,3,Hot Chip,The Warning,electronic,The Dells,It's All Up To You,r&b/soul,0.6936925649838742,False
cosine,1,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,Daft Punk,Touch It / Technologic,electronic,0.706104038330947,True
cosine,2,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,The Specials,Doesn't Make It Alright,reggae,0.6607096038317538,False
cosine,3,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,Devo,Whip It,pop,0.6556942447870098,False
cosine,1,Owl City,Captains and Cruise Ships,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.8141768003827177,False
cosine,2,Owl City,Captains and Cruise Ships,electronic,MC Paul Barman,Excuse You,hip hop,0.8033942014035339,False
cosine,3,Owl City,Captains and Cruise Ships,electronic,Kool Moe Dee,Bad Mutha,hip hop,0.8008511948149708,False
cosine,1,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Sleeper,Delicious,pop,0.8817949394087483,False
cosine,2,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Husker Du,You're A Soldier,rock,0.8488816012487144,False
cosine,3,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Patricia Barber,You're The Top,jazz,0.8453425561130551,False
cosine,1,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Dead Kennedys,Goons of Hazzard,punk,0.6419693117332821,False
cosine,2,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Zeigeist,Black Milk,electronic,0.6414269805898185,True
cosine,3,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,IMMORTAL,Tyrants,metal,0.639052040676579,False
cosine,1,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,The Wonder Years,Dude_ What Is a Land Pirate?,punk,0.636663868729615,False
cosine,2,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,RIDDLIN' KIDS,Ship Jumper,punk,0.6354443948563383,False
cosine,3,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,Tony Sly,On the Outside,folk,0.6318878355032662,False
cosine,1,Enya,The Magic Of The Night,electronic,Lard,The Power Of Lard,punk,0.5896322973574187,False
cosine,2,Enya,The Magic Of The Night,electronic,Seelenkrank,Lost,electronic,0.5583246731243598,True
cosine,3,Enya,The Magic Of The Night,electronic,Assemblage 23,MAPS OF REALITY,pop,0.5369008030934663,False
cosine,1,Crystal Castles,Vanished,electronic,Gin Blossoms,Cheatin',rock,0.6459466467702077,False
cosine,2,Crystal Castles,Vanished,electronic,The Jazz Butcher,She's On Drugs,rock,0.6432865071081605,False
cosine,3,Crystal Castles,Vanished,electronic,Faithless,The Man In You,electronic,0.641279012996349,True
cosine,1,Depeche Mode,Freestate,electronic,Damn Yankees,Firefly (LP Version),rock,0.590293211050988,False
cosine,2,Depeche Mode,Freestate,electronic,Marques Houston,Cancel (Album Version),r&b/soul,0.5794378650979687,False
cosine,3,Depeche Mode,Freestate,electronic,Natalie Merchant,Saint Judas (LP Version),blues,0.572026772174609,False
cosine,1,Cascada,Fever,electronic,Devo,Whip It,pop,0.666852218837513,False
cosine,2,Cascada,Fever,electronic,Uriah Heep,Save It,rock,0.6596086700523046,False
cosine,3,Cascada,Fever,electronic,Sarah Connor,French Kissing,r&b/soul,0.6588063430184941,False
cosine,1,Depeche Mode,Personal Jesus,electronic,Lollipop Lust Kill,Personal Jesus,metal,0.9567355016832566,False
cosine,2,Depeche Mode,Personal Jesus,electronic,Blackalicious,Just What Can Happen,hip hop,0.5862709205077544,False
cosine,3,Depeche Mode,Personal Jesus,electronic,Martin Jondo,Hold You,reggae,0.538524382315772,False
cosine,1,Nine Inch Nails,The Great Collapse,electronic,Dillinger Four,A Floater Left With Pleasure In The Executive Washroom.,punk,0.5900304305670155,False
cosine,2,Nine Inch Nails,The Great Collapse,electronic,Time Again,Day Like This,punk,0.5743497742760909,False
cosine,3,Nine Inch Nails,The Great Collapse,electronic,Agonoize,C.O.A.,electronic,0.5625056747804826,True
cosine,1,KT Tunstall,Under The Weather,folk,Eagles Of Death Metal,Already Died,rock,0.7325690820752915,False
cosine,2,KT Tunstall,Under The Weather,folk,Soul Asylum,Stranger,rock,0.7278528371557337,False
cosine,3,KT Tunstall,Under The Weather,folk,Conway Twitty,Where I Stand,country,0.708217848970303,False
cosine,1,James Taylor,Oh_ Susannah (LP Version),folk,Snoop Dogg,Snoopafella (Edited),hip hop,0.751170263555241,False
cosine,2,James Taylor,Oh_ Susannah (LP Version),folk,King Tee,Act A Fool,hip hop,0.7361404325547102,False
cosine,3,James Taylor,Oh_ Susannah (LP Version),folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.7270736977073202,False
cosine,1,Bob Dylan,With God On Our Side,folk,Lost Boyz,Keep It Real,hip hop,0.7258165704315714,False
cosine,2,Bob Dylan,With God On Our Side,folk,Warren G,We Brings Heat,hip hop,0.7158439676971885,False
cosine,3,Bob Dylan,With God On Our Side,folk,Mack 10,LBC And The ING (Explicit),hip hop,0.6962439773360479,False
cosine,1,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Blues Traveler,Hook,blues,0.6948590830891974,False
cosine,2,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Murs,You & I,hip hop,0.6849975944183156,False
cosine,3,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Tristan Prettyman,War Out Of Peace,folk,0.6838619934925734,True
cosine,1,The Smashing Pumpkins,Terrapin,folk,Fat Joe,Preacher On A Sunday Morning,hip hop,0.6963398906057763,False
cosine,2,The Smashing Pumpkins,Terrapin,folk,Ayo,Only You,r&b/soul,0.6852653143008917,False
cosine,3,The Smashing Pumpkins,Terrapin,folk,Y&T,Beautiful Dreamer,rock,0.6809746977294956,False
cosine,1,Jack Johnson,Mudfootball (For Moe Lerner),folk,Beast,Devil,electronic,0.5392784452354596,False
cosine,2,Jack Johnson,Mudfootball (For Moe Lerner),folk,Shane MacGowan And The Popes,More Pricks Than Kicks,folk,0.5382528517857033,True
cosine,3,Jack Johnson,Mudfootball (For Moe Lerner),folk,Big Moe,S.U.C.,hip hop,0.5233054874891184,False
cosine,1,John Mayer,Clarity,folk,Cat Stevens,Rubylove,folk,0.7914090893574053,True
cosine,2,John Mayer,Clarity,folk,Gorky's Zygotic Mynci,Honeymoon With You,pop,0.592999738458225,False
cosine,3,John Mayer,Clarity,folk,Teena Marie,Dear Lover,r&b/soul,0.5409967898181834,False
cosine,1,Bob Dylan,When The Deal Goes Down,folk,Martin Jondo,Hold You,reggae,0.7910491929359419,False
cosine,2,Bob Dylan,When The Deal Goes Down,folk,Hieroglyphics,Shift Shape,hip hop,0.7729686927188213,False
cosine,3,Bob Dylan,When The Deal Goes Down,folk,The Streets,The Irony Of It All (Album Version),electronic,0.7677562712748037,False
cosine,1,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Biz Markie,Vapors,hip hop,0.6678006172278396,False
cosine,2,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Tonedeff,Ridiculous,hip hop,0.6462188123703354,False
cosine,3,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Atmosphere,Hair,hip hop,0.6437198518961156,False
cosine,1,Rufus Wainwright,In A Graveyard,folk,Birth Control,Gamma Ray,rock,0.49465706503974505,False
cosine,2,Rufus Wainwright,In A Graveyard,folk,Asphyx,Indulge In Frenzy,metal,0.45727531472419775,False
cosine,3,Rufus Wainwright,In A Graveyard,folk,Reverend Bizarre,Doom Over The World,metal,0.4545166287977355,False
cosine,1,David Gray,Draw The Line,folk,Against All Authority,Stand In Line,reggae,0.4568882237507943,False
cosine,2,David Gray,Draw The Line,folk,Beck,Farewell Ride,rock,0.4554883361460728,False
cosine,3,David Gray,Draw The Line,folk,Pat Green,California,country,0.4541322126490904,False
cosine,1,Bob Dylan,Pretty Peggy-O,folk,Rasputina,Mr. E. Leon Rauis,rock,0.5416654706732521,False
cosine,2,Bob Dylan,Pretty Peggy-O,folk,Bad Religion,Automatic Man (Album Version),punk,0.5282993028416241,False
cosine,3,Bob Dylan,Pretty Peggy-O,folk,THERION,Darkness eve,metal,0.5179596269795272,False
cosine,1,Bob Dylan,Ballad In Plain D,folk,Con Funk Shun,Electric Lady,r&b/soul,0.7786801438980581,False
cosine,2,Bob Dylan,Ballad In Plain D,folk,Example,Birthday Card,hip hop,0.7638939200181829,False
cosine,3,Bob Dylan,Ballad In Plain D,folk,Chicago,Caroline (Album Version),pop,0.7600571652544487,False
cosine,1,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Angela Bofill,I Try,r&b/soul,0.8300310278249087,False
cosine,2,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Leonard Cohen,Chelsea Hotel #2,folk,0.8255527888645763,True
cosine,3,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Clawfinger,Revenge,metal,0.8158894872455159,False
cosine,1,Bob Dylan,Billy 4,folk,Pain of Salvation,Spitfall,metal,0.6626789551653871,False
cosine,2,Bob Dylan,Billy 4,folk,Murs,The Dance,hip hop,0.6265403539181253,False
cosine,3,Bob Dylan,Billy 4,folk,John Cale,Graham Greene,folk,0.6059454199125038,True
cosine,1,Leonard Cohen,Chelsea Hotel #2,folk,Harry Belafonte,Angelina,latin,0.8471485144612962,False
cosine,2,Leonard Cohen,Chelsea Hotel #2,folk,The Blues Brothers,Everybody Needs Somebody To Love,blues,0.8431146149360579,False
cosine,3,Leonard Cohen,Chelsea Hotel #2,folk,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,0.8255527888645763,True
cosine,1,KT Tunstall,Change,folk,Bouncing Souls_ The,Pervert,electronic,0.7621562886148283,False
cosine,2,KT Tunstall,Change,folk,Cherish,Oooh,r&b/soul,0.7529615521109958,False
cosine,3,KT Tunstall,Change,folk,Matt Nathanson,More Than This,folk,0.7502234885264435,True
cosine,1,John Mayer,All We Ever Do Is Say Goodbye,folk,Kelly Price,Don't Say Goodbye,r&b/soul,0.5576360185477601,False
cosine,2,John Mayer,All We Ever Do Is Say Goodbye,folk,Lisa Stansfield,Goodbye,punk,0.515954481420897,False
cosine,3,John Mayer,All We Ever Do Is Say Goodbye,folk,Phantom Planet,See You Next Summer,rock,0.5087351263108321,False
cosine,1,James Taylor,Company Man,folk,Jeff Timmons,Can't You See,pop,0.7889231788967777,False
cosine,2,James Taylor,Company Man,folk,HELLYEAH,Nausea,metal,0.7770988005949183,False
cosine,3,James Taylor,Company Man,folk,Ayo,Only You,r&b/soul,0.7767673301754846,False
cosine,1,Rufus Wainwright,Baby,folk,Less Than Jake,I Think I Love You,reggae,0.8386664591573368,False
cosine,2,Rufus Wainwright,Baby,folk,Next,I Still Love You,r&b/soul,0.8289853313139036,False
cosine,3,Rufus Wainwright,Baby,folk,Mario Vazquez,Everytime I...,r&b/soul,0.8183457283868151,False
cosine,1,Liz Phair,Lost Tonight,folk,Black Eyed Peas,Sexy,hip hop,0.7595398537227716,False
cosine,2,Liz Phair,Lost Tonight,folk,Lauryn Hill,Interlude 1,r&b/soul,0.7562653547560878,False
cosine,3,Liz Phair,Lost Tonight,folk,Eric B. & Rakim,I Know You Got Soul,hip hop,0.7505309506646636,False
cosine,1,James Taylor,It's Growing,folk,Big Bad Voodoo Daddy,Big And Bad,jazz,0.6623058767432092,False
cosine,2,James Taylor,It's Growing,folk,16 Horsepower,Coal Black Horses,country,0.6494944600193853,False
cosine,3,James Taylor,It's Growing,folk,TLC,Shock Dat Monkey,r&b/soul,0.5487054736705547,False
cosine,1,John Mayer,Why Georgia,folk,Eminem,8 Mile,hip hop,0.75774016369134,False
cosine,2,John Mayer,Why Georgia,folk,Eminem,Rabbit Run,hip hop,0.7575083177970414,False
cosine,3,John Mayer,Why Georgia,folk,Common,Book Of Life,hip hop,0.7555192686623954,False
cosine,1,Johnny Cash,The Vanishing Race,folk,Domine,The Ride Of The Valkyries,classical,0.6842119717617625,False
cosine,2,Johnny Cash,The Vanishing Race,folk,Helen Reddy,Peaceful,pop,0.6732444622478669,False
cosine,3,Johnny Cash,The Vanishing Race,folk,Art Garfunkel,The Sound of Silence,folk,0.6597289562238479,True
cosine,1,Bob Dylan,She Belongs To Me,folk,Lionel Richie,She's Amazing,r&b/soul,0.7496652116822717,False
cosine,2,Bob Dylan,She Belongs To Me,folk,Janie Fricke,She's Single Again,country,0.7369258686409615,False
cosine,3,Bob Dylan,She Belongs To Me,folk,DAN SEALS,Addicted,country,0.7344662537966612,False
cosine,1,James Taylor,Something In The Way She Moves,folk,Atmosphere,Hair,hip hop,0.6898237509042626,False
cosine,2,James Taylor,Something In The Way She Moves,folk,Obie Trice,Got Some Teeth,hip hop,0.6668673603111734,False
cosine,3,James Taylor,Something In The Way She Moves,folk,The Pharcyde,Passin' Me By,hip hop,0.6661505056060111,False
cosine,1,Rise Against,Swing Life Away (Acoustic),folk,Josh Turner,Soulmate,country,0.7189496142418095,False
cosine,2,Rise Against,Swing Life Away (Acoustic),folk,Tony Sly,On the Outside,folk,0.706768690944044,True
cosine,3,Rise Against,Swing Life Away (Acoustic),folk,Skankin' Pickle,Gas In My Car,reggae,0.697442950464658,False
cosine,1,Ray LaMontagne,How Come [Acoustic Mix],folk,Nick Cave & The Bad Seeds,Midnight Man,rock,0.5852238166776126,False
cosine,2,Ray LaMontagne,How Come [Acoustic Mix],folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.5836354299324463,False
cosine,3,Ray LaMontagne,How Come [Acoustic Mix],folk,Fugees (Tranzlator Crew),Temple,hip hop,0.5818670194058317,False
cosine,1,Ryan Adams,How Do You Keep Love Alive,folk,The Smashing Pumpkins,The Guns of Love Disastrous,rock,0.6572720253602651,False
cosine,2,Ryan Adams,How Do You Keep Love Alive,folk,Jim White,Buzzards of Love,folk,0.6544057887647112,True
cosine,3,Ryan Adams,How Do You Keep Love Alive,folk,Slum Village,Conant Gardens,hip hop,0.6498491137650593,False
cosine,1,David Gray,Sail Away,folk,OV7,Angelica,latin,0.6422368518882587,False
cosine,2,David Gray,Sail Away,folk,Usher,Nice & Slow,r&b/soul,0.6338410188205807,False
cosine,3,David Gray,Sail Away,folk,The Quireboys,Misled,rock,0.6288536656274727,False
cosine,1,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Dead Kennedys,Goons of Hazzard,punk,0.6786363838670403,False
cosine,2,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Suicide Commando,Dead March,electronic,0.6777057515773306,False
cosine,3,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Thompson Twins,We Are Detective,pop,0.6545859675012985,False
cosine,1,James Taylor,On The 4th of July,folk,Kurt Elling,Moonlight Serenade,jazz,0.6741126880317854,False
cosine,2,James Taylor,On The 4th of July,folk,Sebadoh,Showtape '91,electronic,0.6659066271574315,False
cosine,3,James Taylor,On The 4th of July,folk,Immortal Technique,The 4th Branch,hip hop,0.6655735905638792,False
cosine,1,The Verve,So Sister,folk,A Tribe Called Quest,Hot Sex,hip hop,0.7842282792838822,False
cosine,2,The Verve,So Sister,folk,Cherish,Oooh,r&b/soul,0.7541778427106477,False
